Entity Type,Entity Value,Intent,Replies
leave_type,examination leave,cancellation-person-who,"Your immediate manager approves our cancellation, and it will be credited back into your balance"
leave_type,examination leave,cancellation-person-who,All leave cancellation are approved by your manager.
leave_type,examination leave,cancellation-violation-return,Yes! You can return to work and notify your manager about this. Remember to submit your leave cancellation on Workday.
leave_type,examination leave,cancellation-violation-return,Sure! All you need to do is notify your manager and submit your leave cancellation on Workday!
leave_type,examination leave,cancellation-violation-return,Of course! Come in to work and ensure that your manager is notified!
leave_type,examination leave,conditions-process-encashresignation,"Unfortunately, you cannot encash your examination leave."
leave_type,examination leave,conditions-process-encashresignation,Encashment of examination leaves are not allowed
leave_type,examination leave,conditions-process-encashresignation,"Sorry, you may not encash your examination leave."
leave_type,examination leave,conditions-process-encashresignation,"Examination leaves are not tradable for cash, if you do not use them, they are recycled for next year."
leave_type,examination leave,conditions-system-resignationbalance,"Your examination leave balance does not affect your resignation, so there is no way to check it other than Workday."
leave_type,examination leave,conditions-system-resignationbalance,There is no balance calculator for examination leave because it does not affect your resignation.
leave_type,examination leave,conditions-system-resignationbalance,No way to cheack your examination leave balance upon resignation because it has no impact on it.
leave_type,examination leave,conditions-system-offline,"Thanks for letting us know! Please get your immediate manager's email approval first, and update it later once Workday is back up."
leave_type,examination leave,conditions-system-offline,"Then you may get an email approval, but please update it on Workday later."
leave_type,examination leave,conditions-system-offline,"That is inconvenient. Please get an email approval, and update Workday once it is back up."
leave_type,festive leave,description-definition-what,Festive Leave is a Half Day (1/2) leave on the Eve of a major festival and the granting of the above shall be at the sole discretion of the Company.
leave_type,festive leave,description-definition-what,It's paid time off for you to prepare the necessary for the festive season.
leave_type,festive leave,description-definition-what,It is 1/2 day leave given to you so that you can prepare for the festival that you and family are celebrating.
leave_type,festive leave,description-system-fullpolicy,You can find the full policy on WOW Portal
leave_type,festive leave,description-system-fullpolicy,Please download the policy on WOW Portal
leave_type,festive leave,description-system-fullpolicy,"Go to WOW Portal, click on the HR page and click on policies to get all the policies"
leave_type,festive leave,description-system-fullpolicy,"An updated version of the policy is in WOW Portal, in the HR section."
leave_type,festive leave,description-others-policyowner,"The owner of the policy is the Rewards Team in HR, you may speak to your HRG or HRBP for more info."
leave_type,festive leave,description-others-policyowner,"The Rewards Team in HR is the one who wrote the policies, if you want more information, please speak to your HRG and HRBP"
leave_type,festive leave,description-others-policyowner,"You may ask me any questions about it, but if I am unable to answer you, you may speak to your HRBP or HRG. For your info, HR Rewards team is the owner of the policy,"
